Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Overtime
1015,3,V,team_min,1,0,0,1,5.5o15,5.5u20,0
1015,4,H,team_tor,2,1,1,4,-150,-145,0
1015,5,V,team_van,1,0,2,3,-104,-119,0
1015,6,H,team_phi,1,1,0,2,5o30,5o50,0
1015,7,V,team_edm,0,2,0,2,6,6o15,0
1015,8,H,team_pit,1,1,1,3,-230,-255,0
1015,9,V,team_chi,2,0,0,3,-160,-155,1
1015,10,H,team_car,0,0,2,2,5.5u30,5.5u30,0
1015,11,V,team_cbj,0,1,0,1,5.5u20,5.5u50,0
1015,12,H,team_det,1,1,0,2,-133,-120,0
1015,13,V,team_lak,0,0,1,1,-120,5.5u30,0
1015,14,H,team_tbl,2,1,2,5,5.5u15,-115,0
1015,15,V,team_sjs,2,2,2,6,5.5u35,5.5u50,0
1015,16,H,team_stl,0,0,2,2,-130,-130,0
1015,17,V,team_fla,0,2,1,3,5o35,5o45,0
1015,18,H,team_nsh,1,1,2,4,-160,-165,0
1015,19,V,team_mtl,2,0,1,3,-120,-130,0
1015,20,H,team_wpg,0,0,0,0,5.5u20,5.5u20,0
1015,21,V,team_dal,1,1,0,2,5.5u20,5.5u13,0
1015,22,H,team_col,2,1,0,3,-180,-175,0
1015,23,V,team_ott,0,1,2,4,5o35,5o42,1
1015,24,H,team_ari,0,2,1,3,-140,-140,0
1016,51,V,team_nyr,0,2,0,2,5.5u15,5.5u40,0
1016,52,H,team_wsh,0,0,0,0,-150,-150,0
1016,53,V,team_cgy,1,0,1,2,5.5o20,5.5o25,0
1016,54,H,team_ana,2,1,0,3,-190,-200,0
1017,1,V,team_car,0,0,3,3,5.5o30,5.5u20,0
1017,2,H,team_tor,0,2,0,2,-170,-150,0
1017,3,V,team_van,1,1,1,3,-140,-140,0
1017,4,H,team_buf,0,0,0,0,5o40,5o20,0
1017,5,V,team_edm,2,0,0,2,6u20,6u20,0
1017,6,H,team_nyi,1,2,0,3,-160,-155,0
1017,7,V,team_pit,0,2,2,4,-160,-155,0
1017,8,H,team_phi,0,1,0,1,5.5o25,5.5u15,0
1017,9,V,team_cbj,0,2,1,3,5o25,5o30,0
1017,10,H,team_mtl,2,1,2,5,-160,-160,0
1017,11,V,team_njd,0,0,2,2,5o35,5o20,0
1017,12,H,team_ott,2,1,2,5,-160,-150,0
1017,13,V,team_min,0,0,1,1,5.5o15,5o40,0
1017,14,H,team_tbl,1,0,2,3,-120,-120,0
1017,15,V,team_bos,2,0,1,3,-180,-180,0
1017,16,H,team_fla,0,1,1,2,5o30,5o40,0
1017,17,V,team_stl,1,1,0,3,5.5u15,5.5u28,1
1017,18,H,team_chi,1,1,0,2,-150,-140,0
1017,19,V,team_lak,1,0,0,2,-120,-115,1
1017,20,H,team_nsh,1,0,0,1,5o15,5,0
1017,21,V,team_sjs,2,1,0,3,-160,-175,0
1017,22,H,team_dal,1,2,0,4,5.5u15,5.5u26,1
1017,23,V,team_det,2,0,2,4,5.5u45,5.5u35,0
1017,24,H,team_col,0,2,0,2,-140,-140,0
1018,51,V,team_stl,2,0,1,3,-119,-120,0
1018,52,H,team_wpg,1,0,2,4,5.5u19,5.5u30,1
1018,53,V,team_ari,0,1,1,2,5.5u18,5.5u40,0
1018,54,H,team_ana,1,0,1,3,-145,-140,1
1019,1,V,team_van,1,1,1,3,5.5o15,5.5u15,0
1019,2,H,team_pit,1,1,1,4,-163,-165,1
1019,3,V,team_edm,2,0,1,3,5.5o15,5.5,0
1019,4,H,team_ott,0,0,1,1,-175,-180,0
1019,5,V,team_col,2,2,0,4,-165,-140,0
1019,6,H,team_buf,0,1,1,2,5u09,5o40,0
1019,7,V,team_nsh,1,0,1,2,5o20,5o30,0
1019,8,H,team_mtl,0,1,0,1,-177,-165,0
1019,9,V,team_bos,1,3,1,5,-108,-115,0
1019,10,H,team_tbl,0,0,0,0,5.5u20,5o45,0
1019,11,V,team_min,0,1,0,1,-133,-140,0
1019,12,H,team_fla,0,0,1,2,5o15,5o20,1
1019,13,V,team_nyr,0,0,0,0,5.5u15,5u25,0
1019,14,H,team_njd,2,2,0,4,-115,-115,0
1019,15,V,team_car,0,3,1,4,5.5u15,5.5u15,0
1019,16,H,team_nyi,0,1,2,3,-132,-140,0
1019,17,V,team_cbj,0,0,1,1,5.5u15,5.5u25,0
1019,18,H,team_wsh,0,2,2,4,-135,-130,0
1019,19,V,team_tor,0,1,0,1,5o35,5.5u15,0
1019,20,H,team_chi,0,3,0,3,-170,-180,0
1019,21,V,team_det,2,0,0,2,5.5u15,-120,0
1019,22,H,team_ari,0,1,4,5,-110,5.5u45,0
1019,23,V,team_cgy,0,1,2,3,5.5o20,5.5o35,0
1019,24,H,team_sjs,2,2,2,6,-263,-285,0
1019,25,V,team_dal,1,1,0,2,5o15,5o20,0
1019,26,H,team_lak,2,0,3,5,-175,-180,0
1020,51,V,team_van,0,1,0,1,5.5u30,-125,0
1020,52,H,team_cbj,1,0,2,3,-120,5.5u30,0
1020,53,V,team_nsh,0,3,0,3,5.5u30,5.5u50,0
1020,54,H,team_wpg,0,0,1,1,-150,-160,0
1020,55,V,team_dal,3,0,0,3,5.5u19,5.5u25,0
1020,56,H,team_ana,1,3,2,6,-194,-220,0
1021,1,V,team_sjs,0,0,0,1,-115,-125,1
1021,2,H,team_det,0,0,0,0,5.5,5.5u40,0
1021,3,V,team_col,0,1,0,1,5.5o20,5.5,0
1021,4,H,team_pit,0,0,0,0,-165,-165,0
1021,5,V,team_cgy,0,2,1,3,5.5u30,5.5u30,0
1021,6,H,team_lak,1,1,0,2,-220,-260,0
1022,51,V,team_ana,1,1,0,2,-104,-105,0
1022,52,H,team_tor,0,3,1,4,5.5o04,5.5,0
1022,53,V,team_van,2,2,0,5,-104,-120,1
1022,54,H,team_nyi,2,1,1,4,5.5u25,5.5u35,0
1022,55,V,team_njd,0,1,0,1,5o15,5u25,0
1022,56,H,team_cbj,0,2,2,4,-133,-145,0
1022,57,V,team_edm,0,2,2,4,5.5u07,5.5u25,0
1022,58,H,team_mtl,2,0,1,3,-200,-210,0
1022,59,V,team_chi,0,2,0,3,-190,-180,1
1022,60,H,team_fla,0,0,2,2,5.5u25,5.5u55,0
1022,61,V,team_nsh,0,0,0,0,5o09,5u20,0
1022,62,H,team_min,0,1,1,2,-145,-162,0
1022,63,V,team_wsh,0,3,1,5,5.5o04,-111,1
1022,64,H,team_wpg,0,3,1,4,-114,5.5u15,0
1022,65,V,team_cgy,0,1,1,2,5.5u15,5.5u20,0
1022,66,H,team_ari,1,1,2,4,-190,-220,0
1023,1,V,team_ott,3,1,2,6,5.5u20,5.5u50,0
1023,2,H,team_det,1,0,0,1,-150,-140,0
1023,3,V,team_bos,1,2,2,5,-175,-170,0
1023,4,H,team_buf,0,2,0,2,5o20,5o20,0
1024,51,V,team_sjs,0,0,1,1,5o25,5,0
1024,52,H,team_bos,0,1,1,2,-115,-105,0
1024,53,V,team_van,1,1,0,3,-115,-115,1
1024,54,H,team_njd,2,0,0,2,5o15,5u20,0
1024,55,V,team_nyr,1,0,0,1,5.5u20,5.5u45,0
1024,56,H,team_phi,1,0,1,2,-143,-150,0
1024,57,V,team_ana,0,0,1,1,5.5u15,5.5o15,0
1024,58,H,team_mtl,2,1,1,4,-125,-125,0
1024,59,V,team_chi,0,3,2,5,-125,-133,0
1024,60,H,team_tbl,1,2,2,6,5.5u25,5.5u20,1
1024,61,V,team_wpg,0,1,1,2,5o20,5o45,0
1024,62,H,team_nsh,1,0,1,3,-125,-135,1
1024,63,V,team_car,0,1,0,1,5o20,5o15,0
1024,64,H,team_min,2,0,1,3,-159,-145,0
1024,65,V,team_cgy,0,1,0,1,5.5o10,5.5o15,0
1024,66,H,team_dal,1,3,1,5,-170,-155,0
1024,67,V,team_wsh,1,1,2,4,-104,-125,0
1024,68,H,team_edm,0,0,1,1,5.5o25,5.5o20,0
1024,69,V,team_ari,0,2,2,4,5o30,5u15,0
1024,70,H,team_lak,4,0,3,7,-149,-160,0
1025,1,V,team_nyi,1,0,3,4,5.5u09,6,0
1025,2,H,team_pit,1,1,1,3,-180,-215,0
1025,3,V,team_tor,0,1,1,2,5.5u21,5.5u40,0
1025,4,H,team_cbj,1,0,4,5,-123,-130,0
1025,5,V,team_ana,2,0,0,2,5.5u10,5.5u15,0
1025,6,H,team_ott,0,1,0,1,-115,-155,0
1025,7,V,team_buf,0,1,2,3,5o20,5o35,0
1025,8,H,team_fla,1,0,0,1,-138,-140,0
1025,9,V,team_van,1,1,0,3,5.5u26,5o35,1
1025,10,H,team_stl,0,1,1,2,-160,-200,0
1025,11,V,team_car,0,1,1,2,5.5u31,5.5o15,0
1025,12,H,team_col,2,1,1,4,-173,-215,0
1026,51,V,team_edm,1,2,1,4,5.5u05,5.5,0
1026,52,H,team_ari,0,3,2,5,-155,-180,0
1026,53,V,team_njd,1,1,2,4,5u15,5u20,0
1026,54,H,team_bos,3,0,0,3,-207,-215,0
1026,55,V,team_sjs,0,1,1,2,-122,-125,0
1026,56,H,team_mtl,0,0,0,0,5.5u16,5o40,0
1026,57,V,team_nyr,0,1,1,3,5o20,5o25,1
1026,58,H,team_det,1,1,0,2,-220,-200,0
1026,59,V,team_buf,0,1,1,2,5.5u26,5.5u25,0
1026,60,H,team_tbl,1,0,2,3,-217,-230,0
1026,61,V,team_phi,3,0,2,5,5.5u16,5.5u20,0
1026,62,H,team_nyi,1,1,0,2,-148,-115,0
1026,63,V,team_pit,1,0,0,1,-120,-140,0
1026,64,H,team_tor,1,0,3,4,5.5o20,5.5o20,0
1026,65,V,team_wpg,0,1,0,2,5.5u05,5.5o15,1
1026,66,H,team_dal,0,0,1,1,-129,-135,0
1026,67,V,team_min,1,2,2,5,5o04,5u20,0
1026,68,H,team_chi,0,1,2,3,-183,-180,0
1026,69,V,team_stl,1,2,3,6,-120,-130,0
1026,70,H,team_nsh,0,0,1,1,5.5u31,5o25,0
1026,71,V,team_wsh,1,1,0,2,-125,-130,0
1026,72,H,team_cgy,3,0,2,5,5.5o19,5.5o20,0
1027,1,V,team_sjs,3,0,2,5,5.5u20,5.5u45,0
1027,2,H,team_ott,1,1,0,2,-115,-125,0
1027,3,V,team_tbl,2,1,0,4,-104,5.5o20,1
1027,4,H,team_fla,1,0,2,3,5.5o05,-109,0
1027,5,V,team_ana,0,2,2,4,5o07,5o25,0
1027,6,H,team_cbj,1,1,1,3,-110,-125,0
1027,7,V,team_wpg,1,1,0,2,5.5u15,5.5u30,0
1027,8,H,team_col,1,0,2,3,-193,-230,0
1027,9,V,team_edm,0,1,0,1,5.5u27,5.5u30,0
1027,10,H,team_lak,0,1,0,2,-210,-250,1
1028,51,V,team_dal,3,1,0,4,-125,-140,0
1028,52,H,team_buf,1,2,0,3,5.5u30,5o30,0
1028,53,V,team_pit,1,1,1,3,-140,-190,0
1028,54,H,team_car,1,0,0,1,5.5u15,5.5o25,0
1028,55,V,team_mtl,0,1,1,2,-111,5o33,0
1028,56,H,team_nyr,0,0,0,0,5u10,-121,0
1028,57,V,team_chi,1,2,2,5,-110,-130,0
1028,58,H,team_min,0,1,0,1,5u10,5u15,0
1028,59,V,team_wsh,1,0,1,2,5.5o05,5.5u20,0
1028,60,H,team_van,1,0,2,3,-145,-160,0
1029,1,V,team_nyr,1,0,2,3,5.5u15,5o45,0
1029,2,H,team_nyi,0,2,0,2,-150,-160,0
1029,3,V,team_ana,0,1,2,3,-116,-113,0
1029,4,H,team_phi,2,0,0,2,5.5u20,5.5u40,0
1029,5,V,team_dal,0,1,0,1,5o09,5.5u40,0
1029,6,H,team_mtl,1,1,0,2,-160,-145,0
1029,7,V,team_tbl,0,1,0,1,5.5u31,5.5u40,0
1029,8,H,team_njd,0,2,0,2,-114,100,0
1029,9,V,team_ott,1,3,1,5,5o30,5.5u35,0
1029,10,H,team_chi,1,2,3,6,-165,-145,0
1029,11,V,team_wpg,1,0,1,2,5.5u20,5.5u30,0
1029,12,H,team_stl,1,0,2,3,-193,-210,0
1029,13,V,team_tor,1,2,1,4,5.5o30,-124,0
1029,14,H,team_edm,0,0,0,0,-108,5.5o25,0
1029,15,V,team_lak,0,0,1,1,5o23,5o45,0
1029,16,H,team_ari,0,2,1,3,-120,-110,0
1030,51,V,team_bos,0,0,2,2,5.5u30,5o45,0
1030,52,H,team_pit,0,1,2,3,-140,-127,0
1030,53,V,team_tor,2,0,2,4,-125,-105,0
1030,54,H,team_cgy,0,1,1,2,5.5,5.5o25,0
1030,55,V,team_det,0,2,0,2,5.5u20,5o20,0
1030,56,H,team_van,1,0,0,1,-140,-150,0
1030,57,V,team_sjs,2,1,0,3,-115,-140,0
1030,58,H,team_lak,1,1,1,4,5o25,5,1
1031,1,V,team_ana,1,1,0,2,5o35,5o30,0
1031,2,H,team_bos,0,1,1,3,-135,-145,1
1031,3,V,team_buf,0,0,0,0,5o15,5u35,0
1031,4,H,team_nyr,1,1,0,2,-190,-190,0
1031,5,V,team_nsh,3,0,1,4,5o30,5.5u35,0
1031,6,H,team_ari,0,2,2,5,-155,-147,1
1101,51,V,team_wsh,1,5,1,7,5o35,5o45,0
1101,52,H,team_phi,0,0,0,0,-130,-150,0
1101,53,V,team_cbj,0,1,1,2,5.5u20,5.5u30,0
1101,54,H,team_pit,1,3,0,4,-190,-195,0
1101,55,V,team_tbl,0,1,2,3,-120,-126,0
1101,56,H,team_car,0,0,0,0,5.5o15,5.5o20,0
1101,57,V,team_nyi,0,3,1,5,5.5u15,5.5o35,1
1101,58,H,team_ott,2,2,0,4,-140,-155,0
1101,59,V,team_stl,1,3,0,4,-190,-195,0
1101,60,H,team_fla,0,0,0,0,5.5u40,5.5u20,0
1101,61,V,team_mtl,1,0,2,3,5u25,5u20,0
1101,62,H,team_min,1,1,2,4,-130,-134,0
1101,63,V,team_col,1,1,0,3,-125,5o45,1
1101,64,H,team_dal,0,0,2,2,5.5u30,-109,0
1101,65,V,team_det,2,0,2,4,-135,-128,0
1101,66,H,team_cgy,0,2,1,3,5.5u20,5.5u25,0
1102,1,V,team_chi,1,3,1,5,-130,-170,0
1102,2,H,team_wpg,1,0,0,1,5.5u09,5.5u20,0
1102,3,V,team_stl,1,1,0,2,-123,-120,0
1102,4,H,team_tbl,1,1,2,4,5.5u09,5.5u15,0
1102,5,V,team_ana,0,3,3,6,-173,-175,0
1102,6,H,team_buf,0,1,2,3,5o25,5o30,0
1102,7,V,team_phi,1,0,0,1,5o04,5o15,0
1102,8,H,team_njd,0,0,0,0,-129,-150,0
1102,9,V,team_bos,0,1,0,1,-140,-121,0
1102,10,H,team_nyi,0,3,0,3,5.5u25,5.5u20,0
1102,11,V,team_car,0,1,0,1,5o25,5o15,0
1102,12,H,team_nyr,1,2,2,5,-180,-185,0
1102,13,V,team_fla,0,1,1,2,5o35,5.5u15,0
1102,14,H,team_wsh,1,1,0,3,-174,-170,1
1102,15,V,team_pit,0,1,2,3,-120,-120,0
1102,16,H,team_cbj,0,0,0,0,5.5u25,5.5,0
1102,17,V,team_tor,0,0,0,0,5.5u20,5.5u26,0
1102,18,H,team_van,1,2,1,4,-130,-161,0
1102,19,V,team_mtl,0,0,1,1,5o15,5.5u20,0
1102,20,H,team_col,0,1,3,4,-150,-150,0
1102,21,V,team_det,2,1,2,5,5.5u20,-109,0
1102,22,H,team_edm,0,0,0,0,-113,5.5u25,0
1102,23,V,team_ari,1,1,0,3,5.5,5.5u35,1
1102,24,H,team_sjs,0,2,0,2,-200,-180,0
1102,25,V,team_nsh,2,1,1,4,5o15,5u15,0
1102,26,H,team_lak,1,0,2,3,-180,-180,0
1103,51,V,team_dal,1,1,1,4,5.5u15,5.5u20,1
1103,52,H,team_ott,0,2,1,3,-142,-150,0
1103,53,V,team_cgy,0,1,1,3,5.5o04,5.5o30,1
1103,54,H,team_chi,0,1,1,2,-226,-250,0
1103,55,V,team_njd,0,0,0,0,5u25,5u45,0
1103,56,H,team_min,1,1,2,4,-168,-200,0
1104,1,V,team_ana,2,0,0,2,5o30,5o15,0
1104,2,H,team_nyr,0,1,0,1,-115,-126,0
1104,3,V,team_det,0,2,0,2,-120,-156,0
1104,4,H,team_wpg,1,1,2,4,5.5u30,5o35,0
1105,51,V,team_dal,1,0,1,3,5o25,5o20,1
1105,52,H,team_bos,1,0,1,2,-180,-185,0
1105,53,V,team_nyi,1,1,0,2,5.5o25,5.5o28,0
1105,54,H,team_wsh,0,5,1,6,-135,-126,0
1105,55,V,team_ott,2,0,2,4,5.5u15,5.5o20,0
1105,56,H,team_cbj,0,0,1,1,-123,-120,0
1105,57,V,team_stl,1,0,1,3,5o35,-116,1
1105,58,H,team_mtl,0,2,0,2,-110,5o25,0
1105,59,V,team_edm,1,2,0,4,5.5o15,5.5u15,1
1105,60,H,team_fla,1,0,2,3,-130,-130,0
1105,61,V,team_phi,0,0,1,1,-110,-113,0
1105,62,H,team_car,0,0,1,2,5o25,5.5u35,1
1105,63,V,team_cgy,1,0,0,1,5.5u25,5.5u40,0
1105,64,H,team_min,1,1,3,5,-170,-195,0
1105,65,V,team_van,0,2,0,2,5.5u20,5.5u40,0
1105,66,H,team_ari,1,1,0,3,-140,-115,1
1105,67,V,team_buf,0,2,2,5,5.5u35,5.5u55,1
1105,68,H,team_sjs,1,0,3,4,-300,-430,0
1106,1,V,team_pit,0,1,0,1,-137,-131,0
1106,2,H,team_nyr,2,2,1,5,5o25,5o30,0
1106,3,V,team_wpg,0,0,1,1,5.5u14,5.5,0
1106,4,H,team_chi,2,1,1,4,-253,-270,0
1106,5,V,team_nsh,2,2,2,6,5o37,5o35,0
1106,6,H,team_col,1,2,1,4,-204,-185,0
1106,7,V,team_ari,1,1,0,2,5.5u15,5.5u35,0
1106,8,H,team_ana,1,2,2,5,-149,-153,0
