Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Overtime
1016,8,H,team_nyr,0,0,1,2,-210,-230,1
1016,9,V,team_col,3,0,0,3,5.5u15,5.5u25,0
1016,10,H,team_ott,1,1,3,5,-115,-114,0
1016,11,V,team_bos,1,2,1,4,5o20,5u15,0
1016,12,H,team_mtl,1,3,2,6,-125,-115,0
1016,13,V,team_stl,0,0,0,0,5,5,0
1016,14,H,team_lak,0,0,0,1,-135,-120,1
1017,51,V,team_cgy,0,0,2,2,5.5u25,5.5u40,0
1017,52,H,team_cbj,2,1,0,3,-165,-190,0
1017,53,V,team_fla,0,1,0,1,-105,-125,0
1017,54,H,team_buf,0,0,0,0,5o25,5o35,0
1017,55,V,team_det,1,2,1,4,5.5u20,5.5,0
1017,56,H,team_tor,0,0,1,1,-125,-120,0
1017,57,V,team_nsh,1,0,1,2,5.5u20,5o60,0
1017,58,H,team_wpg,0,0,0,0,-125,-115,0
1017,59,V,team_van,0,1,1,2,-140,-151,0
1017,60,H,team_edm,0,0,0,0,5.5u15,5.5,0
1017,61,V,team_min,0,1,0,1,5.5u25,5o40,0
1017,62,H,team_ana,0,0,2,2,-150,-130,0
1018,1,V,team_sjs,1,1,2,4,-120,-115,0
1018,2,H,team_njd,0,0,2,2,5.5u35,5o45,0
1018,3,V,team_nyi,1,0,0,1,5.5o30,5.5o24,0
1018,4,H,team_pit,0,2,1,3,-150,-165,0
1018,5,V,team_fla,0,0,1,1,5.5u30,5.5u30,0
1018,6,H,team_wsh,1,0,0,2,-215,-200,1
1018,7,V,team_bos,2,2,0,4,-200,-215,0
1018,8,H,team_buf,0,0,0,0,5o20,5,0
1018,9,V,team_col,1,0,1,2,5.5u20,5.5u15,0
1018,10,H,team_mtl,0,3,0,3,-175,-160,0
1018,11,V,team_cbj,0,2,0,2,5.5u20,5.5u15,0
1018,12,H,team_ott,1,1,1,3,-130,-140,0
1018,13,V,team_tor,0,0,0,0,5.5u15,5.5u15,0
1018,14,H,team_det,0,0,0,1,-140,-125,1
1018,15,V,team_phi,2,0,3,6,5.5o20,5.5o25,1
1018,16,H,team_dal,1,3,1,5,-165,-160,0
1018,17,V,team_nsh,1,0,0,1,5.5u15,5.5u15,0
1018,18,H,team_chi,1,0,0,2,-205,-240,1
1018,19,V,team_stl,1,2,3,6,-125,-130,0
1018,20,H,team_ari,0,0,1,1,5o20,5o30,0
1018,21,V,team_tbl,2,1,1,4,5.5u15,-111,0
1018,22,H,team_van,1,1,0,2,-130,5.5u20,0
1019,51,V,team_min,0,0,1,1,5u25,5u35,0
1019,52,H,team_lak,1,0,1,2,-140,-142,0
1019,53,V,team_sjs,0,0,0,0,-105,5o25,0
1019,54,H,team_nyr,0,3,1,4,5o25,-120,0
1019,55,V,team_cgy,0,3,1,4,5.5u30,5.5u30,0
1019,56,H,team_wpg,1,0,0,1,-145,-145,0
1019,57,V,team_stl,0,0,0,0,5,5o50,0
1019,58,H,team_ana,2,1,0,3,-140,-128,0
1020,1,V,team_tbl,0,1,1,2,-155,-165,0
1020,2,H,team_edm,0,2,1,3,5.5o05,5.5o15,0
1021,51,V,team_sjs,1,2,0,3,5o15,5o20,0
1021,52,H,team_bos,1,1,3,5,-135,-135,0
1021,53,V,team_nyr,1,0,2,4,5o15,5u15,1
1021,54,H,team_njd,1,1,1,3,-120,-125,0
1021,55,V,team_tor,1,4,0,5,5.5o35,6u13,0
1021,56,H,team_nyi,2,0,0,2,-150,-150,0
1021,57,V,team_det,0,1,0,1,5o20,5o15,0
1021,58,H,team_mtl,0,0,1,2,-145,-140,1
1021,59,V,team_ari,1,1,1,3,5o35,5o30,0
1021,60,H,team_nsh,1,1,1,4,-150,-160,1
1021,61,V,team_car,1,0,0,1,5.5u30,5.5u30,0
1021,62,H,team_wpg,2,1,0,3,-160,-149,0
1021,63,V,team_phi,0,0,0,0,5.5o20,5.5o35,0
1021,64,H,team_chi,3,0,1,4,-210,-190,0
1021,65,V,team_van,0,2,1,3,5.5u25,5.5u35,0
1021,66,H,team_dal,3,3,0,6,-140,-136,0
1021,67,V,team_tbl,0,0,1,2,-130,5.5u26,1
1021,68,H,team_cgy,0,0,1,1,5.5u15,-124,0
1021,69,V,team_fla,2,1,0,4,5.5u30,5.5u36,1
1021,70,H,team_col,0,3,0,3,-170,-175,0
1022,3,V,team_phi,2,0,3,5,6u15,5.5o20,0
1022,4,H,team_pit,1,1,1,3,-200,-230,0
1022,5,V,team_wsh,1,1,0,2,-145,-145,0
1022,6,H,team_edm,1,2,0,3,5.5o20,5.5u30,0
1022,7,V,team_buf,0,0,1,1,5.5,5.5u35,0
1022,8,H,team_ana,1,1,2,4,-300,-355,0
1023,51,V,team_nyi,1,2,0,3,5.5u25,5.5u15,0
1023,52,H,team_bos,1,0,1,2,-170,-165,0
1023,53,V,team_pit,2,1,0,3,5.5u25,5o40,0
1023,54,H,team_det,1,0,2,4,-110,100,1
1023,55,V,team_ari,0,0,0,0,5o35,5o15,0
1023,56,H,team_min,0,2,0,2,-185,-180,0
1023,57,V,team_chi,1,0,1,2,-125,-135,0
1023,58,H,team_nsh,1,1,1,3,5o30,5o40,0
1023,59,V,team_van,1,0,3,4,5o15,5,0
1023,60,H,team_stl,0,1,0,1,-175,-150,0
1023,61,V,team_car,0,0,0,0,5.5u30,5o40,0
1023,62,H,team_cgy,1,2,2,5,-160,-160,0
1023,63,V,team_cbj,0,3,2,5,5.5u30,5o40,0
1023,64,H,team_sjs,2,0,2,4,-180,-182,0
1023,65,V,team_buf,0,0,0,0,5o15,5u35,0
1023,66,H,team_lak,1,1,0,2,-340,-350,0
1024,1,V,team_dal,0,2,0,3,5o35,5.5u35,1
1024,2,H,team_njd,1,0,1,2,-130,-125,0
1024,3,V,team_tbl,1,3,0,4,-120,-121,0
1024,4,H,team_wpg,0,1,1,2,5.5u20,5.5u30,0
1024,5,V,team_van,2,0,1,3,5.5u30,5.5u35,0
1024,6,H,team_col,1,2,4,7,-130,-152,0
1024,7,V,team_car,0,2,1,3,5.5u25,5.5u25,0
1024,8,H,team_edm,0,2,4,6,-160,-160,0
1024,9,V,team_cbj,1,0,0,1,5.5u15,5.5u20,0
1024,10,H,team_ana,2,1,1,4,-200,-190,0
1025,51,V,team_buf,0,0,2,2,5o20,5o19,0
1025,52,H,team_sjs,0,0,1,1,-360,-360,0
1025,53,V,team_bos,1,1,2,4,-115,-115,0
1025,54,H,team_tor,0,0,1,1,5.5u20,5.5u20,0
1025,55,V,team_nyr,1,0,0,1,5o15,5o15,0
1025,56,H,team_mtl,1,1,1,3,-130,-135,0
1025,57,V,team_njd,0,2,0,3,5.5u30,5.5u40,1
1025,58,H,team_ott,0,1,1,2,-150,-141,0
1025,59,V,team_dal,1,3,1,5,5.5o30,6o15,0
1025,60,H,team_nyi,2,2,3,7,-140,-134,0
1025,61,V,team_det,1,0,1,2,5.5u15,5.5u20,0
1025,62,H,team_phi,0,1,3,4,-120,-115,0
1025,63,V,team_chi,1,0,1,2,5o25,5o40,0
1025,64,H,team_stl,1,2,0,3,-125,-105,0
1025,65,V,team_pit,1,0,2,3,-115,-120,0
1025,66,H,team_nsh,0,0,0,0,5.5u30,5.5u35,0
1025,67,V,team_tbl,1,1,0,2,5o25,5o25,0
1025,68,H,team_min,4,2,1,7,-150,-170,0
1025,69,V,team_fla,0,0,1,1,5.5u30,5.5u45,0
1025,70,H,team_ari,0,0,1,2,-160,-140,1
1025,71,V,team_wsh,1,1,1,3,-115,-130,0
1025,72,H,team_cgy,1,0,0,1,5.5u40,5.5u40,0
1026,1,V,team_col,1,0,0,1,-115,-115,0
1026,2,H,team_wpg,1,0,0,2,5.5u30,5.5u25,1
1026,3,V,team_cbj,1,1,0,2,5u20,5,0
1026,4,H,team_lak,0,3,2,5,-190,-180,0
1026,5,V,team_ott,0,1,0,1,5.5u20,5.5o15,0
1026,6,H,team_chi,0,2,0,2,-190,-205,0
1026,7,V,team_sjs,2,1,1,4,5.5u20,5.5u30,0
1026,8,H,team_ana,0,0,1,1,-160,-170,0
1026,9,V,team_wsh,0,2,0,2,5.5u25,5.5u30,0
1026,10,H,team_van,0,3,1,4,-130,-160,0
1027,51,V,team_min,0,3,1,4,5o10,5u20,0
1027,52,H,team_nyr,0,0,5,5,-115,-115,0
1027,53,V,team_mtl,0,0,0,0,-145,-130,0
1027,54,H,team_edm,1,1,1,3,5.5u35,5.5u20,0
1028,1,V,team_ott,1,1,3,5,5.5u25,5.5u25,0
1028,2,H,team_cbj,1,1,0,2,-135,-118,0
1028,3,V,team_njd,1,2,0,3,5.5u30,5.5u40,0
1028,4,H,team_pit,1,4,3,8,-175,-200,0
1028,5,V,team_lak,1,0,1,2,-130,-120,0
1028,6,H,team_phi,2,0,0,3,5o45,5o45,1
1028,7,V,team_wpg,0,3,1,4,5.5o25,5.5o30,0
1028,8,H,team_nyi,1,2,0,3,-165,-170,0
1028,9,V,team_min,1,0,3,4,5u20,5o35,0
1028,10,H,team_bos,1,2,0,3,-160,-165,0
1028,11,V,team_buf,0,0,0,0,5.5u25,5.5u30,0
1028,12,H,team_tor,0,1,3,4,-230,-225,0
1028,13,V,team_ari,0,2,1,3,5.5,5.5u40,0
1028,14,H,team_tbl,2,2,3,7,-170,-160,0
1028,15,V,team_stl,1,1,1,4,5o25,5.5u40,1
1028,16,H,team_dal,1,1,1,3,-125,-119,0
1028,17,V,team_ana,0,0,1,1,5.5u20,5.5u25,0
1028,18,H,team_chi,0,0,0,0,-150,-160,0
1028,19,V,team_sjs,1,0,1,3,-115,-120,1
1028,20,H,team_col,0,1,1,2,5.5u15,5.5u15,0
1028,21,V,team_mtl,0,1,0,2,-125,-115,1
1028,22,H,team_cgy,0,1,0,1,5o25,5o30,0
1028,23,V,team_car,0,0,1,1,5.5u20,5.5u30,0
1028,24,H,team_van,1,2,1,4,-230,-230,0
1029,51,V,team_det,0,1,3,4,5o30,5o30,0
1029,52,H,team_wsh,0,2,0,2,-130,-135,0
1029,53,V,team_nsh,0,2,2,4,-120,-126,0
1029,54,H,team_edm,0,0,1,1,5.5u30,5.5u40,0
1030,1,V,team_bos,0,1,1,3,-240,-230,1
1030,2,H,team_buf,0,2,0,2,5,5u35,0
1030,3,V,team_lak,0,0,0,0,5.5u45,5o30,0
1030,4,H,team_pit,2,0,1,3,-140,-160,0
1030,5,V,team_wpg,1,0,0,1,5.5u30,5o40,0
1030,6,H,team_njd,0,0,1,2,-150,-135,1
1030,7,V,team_phi,1,0,2,3,6u15,6u15,0
1030,8,H,team_tbl,1,1,2,4,-165,-165,0
1030,9,V,team_chi,2,0,2,5,-135,-145,1
1030,10,H,team_ott,1,1,2,4,5.5u25,5.5u30,0
1030,11,V,team_ari,1,0,0,1,5.5u35,5.5u50,0
1030,12,H,team_fla,0,1,1,2,-125,-118,0
1030,13,V,team_ana,0,0,0,0,5.5u40,5o40,0
1030,14,H,team_stl,1,0,1,2,-130,-110,0
1030,15,V,team_sjs,1,1,1,3,5o15,5o25,0
1030,16,H,team_min,0,1,2,4,-130,-130,1
1030,17,V,team_nyi,0,0,0,0,5.5o40,5.5,0
1030,18,H,team_col,1,3,1,5,-120,-140,0
1030,19,V,team_mtl,0,0,2,2,5o40,5o25,0
1030,20,H,team_van,0,1,1,3,-130,-140,1
1031,51,V,team_tor,1,1,2,4,-107,-130,0
1031,52,H,team_cbj,0,0,1,1,5.5o20,5.5o20,0
1031,53,V,team_lak,0,1,1,2,5,5u25,0
1031,54,H,team_det,4,0,1,5,-120,-135,0
1031,55,V,team_ana,0,1,0,2,5.5o20,5.5,1
1031,56,H,team_dal,0,0,1,1,-107,-130,0
1031,57,V,team_nsh,0,2,1,3,5o10,-135,0
1031,58,H,team_cgy,0,1,3,4,-107,5,0
1101,1,V,team_ott,1,0,1,2,5o35,5o44,0
1101,2,H,team_bos,1,2,1,4,-160,-170,0
1101,3,V,team_chi,1,1,0,2,-150,-170,0
1101,4,H,team_tor,1,1,1,3,5.5,5.5,0
1101,5,V,team_wsh,1,2,0,3,5.5o20,5.5u30,0
1101,6,H,team_tbl,1,2,1,4,-145,-141,0
1101,7,V,team_wpg,0,0,0,1,5o40,5o35,1
1101,8,H,team_nyr,0,0,0,0,-170,-150,0
1101,9,V,team_buf,0,0,0,0,5.5u40,5o32,0
1101,10,H,team_pit,1,2,2,5,-400,-425,0
1101,11,V,team_phi,0,0,1,1,-115,-115,0
1101,12,H,team_fla,1,0,1,2,5.5u25,5.5u20,0
1101,13,V,team_cbj,1,1,0,2,5.5,5o24,0
1101,14,H,team_njd,0,1,2,3,-150,-200,0
1101,15,V,team_ari,0,0,0,0,-120,-125,0
1101,16,H,team_car,2,1,0,3,5.5u07,5.5u29,0
1101,17,V,team_dal,0,1,0,1,5.5u30,5.5u40,0
1101,18,H,team_min,0,3,1,4,-160,-170,0
1101,19,V,team_col,0,0,2,2,5o30,5o25,0
1101,20,H,team_stl,1,0,1,3,-165,-164,1
1101,21,V,team_van,1,1,1,3,-130,-145,0
1101,22,H,team_edm,1,1,0,2,5.5,5.5u40,0
1101,23,V,team_nyi,1,0,0,1,5.5o30,5.5o20,0
1101,24,H,team_sjs,1,0,2,3,-175,-165,0
1102,51,V,team_det,0,1,1,2,-230,-260,0
1102,52,H,team_buf,0,1,1,3,5,4.5o35,1
1102,53,V,team_lak,0,1,1,2,-185,-168,0
1102,54,H,team_car,1,2,0,3,5o25,5,0
1102,55,V,team_ari,1,2,3,6,5.5u15,5.5u25,0
1102,56,H,team_wsh,3,0,2,5,-170,-190,0
1102,57,V,team_cgy,2,1,3,6,5o30,5,0
1102,58,H,team_mtl,0,0,2,2,-185,-175,0
1102,59,V,team_ana,1,2,0,3,-130,-121,0
1102,60,H,team_col,2,0,0,2,5.5u15,5.5u35,0
1102,61,V,team_wpg,1,0,0,1,5.5u20,5.5u25,0
1102,62,H,team_chi,0,0,0,0,-250,-250,0
1102,63,V,team_nsh,0,1,2,3,5o30,5o30,0
1102,64,H,team_van,1,0,0,1,-120,-119,0
1103,1,V,team_stl,0,1,2,4,-130,-135,1
1103,2,H,team_nyr,1,0,2,3,5o20,5,0
1104,51,V,team_car,2,1,1,4,5o30,5.5u25,0
1104,52,H,team_cbj,1,0,1,2,-135,-135,0
1104,53,V,team_cgy,1,1,1,4,5.5u35,5.5u30,1
1104,54,H,team_wsh,1,2,0,3,-145,-170,0
1104,55,V,team_edm,0,1,0,1,5.5o10,5.5o30,0
1104,56,H,team_phi,2,2,0,4,-155,-180,0
1104,57,V,team_fla,0,1,0,1,5o07,5u15,0
1104,58,H,team_bos,0,1,0,2,-193,-195,1
1104,59,V,team_chi,1,1,3,5,-125,-125,0
1104,60,H,team_mtl,0,0,0,0,5o30,5.5u40,0
1104,61,V,team_det,0,0,1,1,5.5u35,-120,0
1104,62,H,team_ott,0,1,2,3,-115,5.5u40,0
1104,63,V,team_stl,0,0,1,1,5o20,5u20,0
1104,64,H,team_njd,0,0,0,0,-110,-124,0
1104,65,V,team_pit,1,2,1,4,5o25,5o45,0
1104,66,H,team_min,0,0,1,1,-115,-113,0
1104,67,V,team_nsh,0,1,0,1,5o25,5o40,0
1104,68,H,team_wpg,2,0,1,3,-115,-118,0
1104,69,V,team_lak,0,1,2,3,5o30,5o45,0
1104,70,H,team_dal,1,0,0,1,-115,-119,0
1104,71,V,team_tor,0,1,1,2,-105,5.5o15,0
1104,72,H,team_ari,2,1,0,3,5.5o05,-120,0
1104,73,V,team_van,0,1,4,5,5.5u35,5.5u40,0
1104,74,H,team_col,2,0,0,2,-120,-135,0
1105,1,V,team_mtl,0,0,1,2,-220,-170,1
1105,2,H,team_buf,0,0,1,1,5u20,5u15,0
1105,3,V,team_det,0,2,1,3,5o20,5o26,0
1105,4,H,team_nyr,1,1,1,4,-120,-125,1
1105,5,V,team_nyi,1,1,0,3,5.5o15,5.5o15,1
1105,6,H,team_ana,0,2,0,2,-175,-145,0
1106,51,V,team_edm,1,0,1,2,5.5u30,5o40,0
1106,52,H,team_bos,1,0,4,5,-210,-247,0
1106,53,V,team_fla,0,1,0,1,5.5u40,5.5u20,0
1106,54,H,team_phi,2,2,0,4,-170,-160,0
1106,55,V,team_min,0,0,0,0,5o35,-115,0
1106,56,H,team_ott,0,2,1,3,-125,5o30,0
1106,57,V,team_cgy,1,1,0,2,5.5u25,5.5u35,0
1106,58,H,team_tbl,1,2,2,5,-175,-190,0
1106,59,V,team_pit,1,2,0,4,-145,-160,1
1106,60,H,team_wpg,1,1,1,3,5o45,5.5u30,0
1106,61,V,team_njd,0,0,3,3,5u25,5u40,0
1106,62,H,team_stl,1,1,2,4,-175,-180,0
1106,63,V,team_nsh,0,2,1,3,5o45,5o40,0
1106,64,H,team_dal,0,1,1,2,-135,-135,0
1106,65,V,team_tor,1,1,1,3,5.5o15,5.5o20,0
1106,66,H,team_col,1,1,1,4,-130,-125,1
1106,67,V,team_van,1,2,0,3,5.5u29,5.5u40,0
1106,68,H,team_sjs,1,1,0,2,-160,-135,0
1106,69,V,team_nyi,1,0,0,2,5.5u25,5o40,1
1106,70,H,team_lak,1,0,0,1,-175,-175,0
1107,1,V,team_edm,0,1,2,3,-135,-117,0
1107,2,H,team_buf,0,1,1,2,5o25,5o30,0
1107,3,V,team_cbj,0,2,0,2,5.5u25,5.5u30,0
1107,4,H,team_car,0,1,1,3,-145,-145,1
1107,5,V,team_njd,1,0,1,2,5o15,5u25,0
1107,6,H,team_det,2,2,0,4,-160,-182,0
1107,7,V,team_wsh,0,3,0,3,5.5u25,5.5u15,0
1107,8,H,team_chi,1,1,0,2,-200,-185,0
1107,9,V,team_ari,0,2,0,3,5.5u15,5.5u35,1
1107,10,H,team_ana,2,0,0,2,-190,-195,0
1108,51,V,team_cgy,0,3,3,6,-115,5o25,0
1108,52,H,team_fla,1,3,0,4,5,-115,0
1108,53,V,team_pit,3,3,0,6,-325,-330,0
1108,54,H,team_buf,0,1,0,1,5o40,5,0
1108,55,V,team_nyr,2,1,1,4,5.5u15,5.5u25,0
1108,56,H,team_tor,3,0,2,5,-130,-115,0
1108,57,V,team_min,0,1,0,1,5u10,5o16,0
1108,58,H,team_mtl,0,2,2,4,-115,-120,0
1108,59,V,team_wpg,1,0,0,2,5o35,5.5u35,1
1108,60,H,team_ott,1,0,0,1,-139,-125,0
1108,61,V,team_col,0,0,3,3,5.5,5.5o20,0
1108,62,H,team_phi,1,3,0,4,-150,-140,0
1108,63,V,team_tbl,4,2,1,7,-160,-180,0
1108,64,H,team_cbj,0,2,2,4,5.5,5.5,0
1108,65,V,team_car,1,0,2,3,5.5,5.5,0
1108,66,H,team_wsh,2,1,0,4,-170,-170,1
1108,67,V,team_nsh,0,1,1,2,5u25,5o15,0
1108,68,H,team_stl,1,0,0,1,-160,-165,0
1108,69,V,team_sjs,1,0,4,5,-105,-115,0
1108,70,H,team_dal,2,1,0,3,5.5u20,5.5o15,0
1108,71,V,team_nyi,0,0,1,1,-125,-120,0
1108,72,H,team_ari,0,0,0,0,6u20,6u30,0
1108,73,V,team_van,0,0,1,1,5,5u25,0
1108,74,H,team_lak,3,1,1,5,-140,-140,0
1109,1,V,team_tbl,1,2,0,4,5.5u15,5.5u30,1
1109,2,H,team_det,1,1,1,3,-130,-132,0
1109,3,V,team_edm,1,1,1,3,5.5u20,5.5u40,0
1109,4,H,team_nyr,1,0,0,1,-190,-191,0
1109,5,V,team_sjs,1,1,0,2,5.5u25,5.5u25,0
1109,6,H,team_chi,3,0,2,5,-170,-170,0
1109,7,V,team_van,0,1,0,2,5.5u35,5.5u45,1
1109,8,H,team_ana,0,1,0,1,-160,-162,0
1109,9,V,team_tor,1,3,1,5,5.5,5.5,0
1109,10,H,team_ott,2,1,0,3,-135,-135,0
1110,51,V,team_njd,1,1,0,2,5o20,5u22,0
1110,52,H,team_bos,2,2,0,4,-190,-190,0
1110,53,V,team_cgy,1,0,0,1,-105,5.5u40,0
1110,54,H,team_car,1,2,1,4,5o40,-115,0
1111,1,V,team_min,0,0,1,1,-125,-130,0
1111,2,H,team_njd,0,2,1,3,5o15,5u15,0
1111,3,V,team_col,0,0,0,0,5.5o20,5.5o15,0
1111,4,H,team_nyi,2,2,2,6,-150,-135,0
1111,5,V,team_pit,0,0,0,0,-140,-150,0
1111,6,H,team_nyr,3,1,1,5,5.5u20,5.5,0
1111,7,V,team_cbj,1,1,0,2,5.5u15,5.5o15,0
1111,8,H,team_wsh,3,0,1,4,-200,-215,0
1111,9,V,team_wpg,0,0,0,0,5o15,5,0
1111,10,H,team_mtl,0,1,2,3,-150,-145,0
1111,11,V,team_sjs,0,0,1,1,-140,-160,0
1111,12,H,team_fla,2,1,1,4,5o20,5o35,0
1111,13,V,team_buf,0,0,1,1,5u15,4.5o40,0
1111,14,H,team_stl,1,2,3,6,-410,-405,0
1111,15,V,team_edm,0,2,0,2,5o30,5o45,0
1111,16,H,team_nsh,3,0,0,3,-190,-200,0
1111,17,V,team_tbl,1,0,1,2,5.5u20,5.5,0
1111,18,H,team_chi,0,1,1,3,-160,-150,1
1111,19,V,team_dal,0,2,2,4,5.5u15,-115,0
1111,20,H,team_ari,1,1,1,3,-125,5.5u15,0
1111,21,V,team_ott,0,2,1,3,5o45,5o40,0
