Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Overtime
1015,66,H,team_fla,1,0,1,3,5.5u06,5.5u15,1
1015,67,V,team_njd,0,0,2,3,5u09,5u15,1
1015,68,H,team_nsh,2,0,0,2,-120,-125,0
1015,69,V,team_det,0,1,1,3,-133,-150,1
1015,70,H,team_min,1,1,0,2,5.5u09,5.5u15,0
1015,71,V,team_cbj,1,1,0,2,5.5u17,5.5u30,0
1015,72,H,team_dal,1,1,2,4,-153,-140,0
1015,73,V,team_bos,0,1,1,3,5.5u09,5.5u40,1
1015,74,H,team_chi,1,1,0,2,-130,-135,0
1015,75,V,team_van,1,2,1,4,-151,-155,0
1015,76,H,team_edm,2,1,0,3,5.5u15,5.5u30,0
1015,77,V,team_stl,1,0,3,4,5.5o08,5.5o15,0
1015,78,H,team_sjs,1,1,0,2,-164,-160,0
1016,1,V,team_stl,0,1,1,2,5.5o09,5.5u30,0
1016,2,H,team_ana,1,0,3,4,-140,-135,0
1017,51,V,team_col,0,2,0,3,5.5o15,5.5o20,1
1017,52,H,team_tor,0,1,1,2,-135,-135,0
1017,53,V,team_fla,2,2,3,7,5.5u10,5.5u20,0
1017,54,H,team_tbl,2,1,1,4,-166,-160,0
1017,55,V,team_pit,0,1,0,1,-115,-145,0
1017,56,H,team_wpg,2,0,0,2,5.5u20,5.5u25,0
1017,57,V,team_nsh,0,1,0,1,-120,-130,0
1017,58,H,team_edm,0,0,3,3,5o25,5o30,0
1017,59,V,team_ana,2,0,1,3,5.5o09,5.5u25,0
1017,60,H,team_sjs,0,1,1,2,-172,-190,0
1018,1,V,team_car,1,1,2,4,5.5u15,5.5u45,0
1018,2,H,team_bos,0,0,1,1,-180,-160,0
1018,3,V,team_fla,0,0,0,0,5.5u09,5.5u30,0
1018,4,H,team_wsh,1,0,2,3,-203,-250,0
1018,5,V,team_dal,0,1,2,3,-104,-120,0
1018,6,H,team_cbj,0,0,2,2,5.5u25,5.5u40,0
1018,7,V,team_buf,0,2,1,3,-109,-130,0
1018,8,H,team_mtl,0,1,0,1,5.5u20,5.5u25,0
1018,9,V,team_phi,4,0,3,7,-160,-165,0
1018,10,H,team_ott,0,1,1,2,5.5o07,5.5,0
1018,11,V,team_pit,0,2,2,4,-104,5.5u45,0
1018,12,H,team_min,0,1,1,2,5.5u25,-130,0
1018,13,V,team_edm,1,0,0,1,5.5u20,5.5u25,0
1018,14,H,team_cgy,0,0,2,2,-163,-180,0
1018,15,V,team_nyr,0,0,4,4,5.5u35,5.5u50,0
1018,16,H,team_van,0,0,0,0,-163,-185,0
1018,17,V,team_chi,1,2,2,5,-140,-135,0
1018,18,H,team_ari,0,2,0,2,5.5u15,5.5u20,0
1018,19,V,team_stl,0,0,0,0,5.5u35,5.5u40,0
1018,20,H,team_lak,1,2,2,5,-140,-145,0
1019,51,V,team_wpg,1,2,0,3,5.5,5.5,0
1019,52,H,team_tor,1,0,2,4,-156,-175,1
1020,1,V,team_mtl,0,0,1,1,5o30,5o30,0
1020,2,H,team_pit,1,1,1,3,-150,-135,0
1020,3,V,team_wsh,2,0,3,5,5.5o15,5.5u30,0
1020,4,H,team_phi,1,0,1,2,-125,-130,0
1020,5,V,team_tor,1,0,1,2,5o20,5o50,0
1020,6,H,team_bos,3,0,3,6,-165,-200,0
1020,7,V,team_wpg,1,0,0,1,6u15,6u40,0
1020,8,H,team_ott,0,2,2,4,-120,-135,0
1020,9,V,team_nyi,0,0,1,1,5.5o20,5.5o15,0
1020,10,H,team_tbl,1,1,2,4,-144,-140,0
1020,11,V,team_buf,0,2,1,3,-140,-150,0
1020,12,H,team_fla,0,0,0,0,5.5u25,5.5u35,0
1020,13,V,team_chi,1,0,2,3,-130,-145,0
1020,14,H,team_col,0,1,0,1,5.5o10,5.5o20,0
1020,15,V,team_nyr,2,0,0,3,5o15,5o35,1
1020,16,H,team_cgy,2,0,0,2,-110,-115,0
1020,17,V,team_min,0,0,1,2,5o20,5o35,1
1020,18,H,team_edm,1,0,0,1,-125,-115,0
1020,19,V,team_nsh,1,0,0,1,5o25,5o35,0
1020,20,H,team_van,4,0,1,5,-160,-180,0
1020,21,V,team_lak,0,2,0,2,-125,-130,0
1020,22,H,team_ari,0,0,0,0,5.5u30,5.5u45,0
1021,51,V,team_sjs,0,2,1,4,-104,-135,1
1021,52,H,team_njd,1,1,1,3,5o20,5o20,0
1021,53,V,team_cbj,1,0,1,2,5.5u10,5.5o15,0
1021,54,H,team_det,2,1,2,5,-230,-250,0
1021,55,V,team_car,1,1,0,2,5.5u15,5.5u20,0
1021,56,H,team_stl,0,2,0,3,-140,-130,1
1021,57,V,team_dal,2,0,1,3,5.5u30,5.5u50,0
1021,58,H,team_ana,0,1,0,1,-140,-155,0
1022,1,V,team_min,1,1,0,2,5.5u35,5.5u50,0
1022,2,H,team_van,0,1,1,3,-205,-220,1
1022,3,V,team_nsh,0,1,1,2,5.5u25,5.5u55,0
1022,4,H,team_cgy,0,0,0,0,-138,-130,0
1022,5,V,team_sjs,1,1,2,4,5o25,5o50,0
1022,6,H,team_bos,0,0,2,2,-145,-140,0
1022,7,V,team_tor,1,2,1,5,5.5u25,5.5u35,1
1022,8,H,team_mtl,1,1,2,4,-120,-140,0
1022,9,V,team_cbj,1,1,1,3,5.5o25,5.5u15,0
1022,10,H,team_ott,1,1,2,4,-145,-140,0
1022,11,V,team_stl,2,1,1,4,5.5o25,5.5o20,0
1022,12,H,team_phi,0,1,1,2,-177,-180,0
1022,13,V,team_njd,0,0,1,1,5,5,0
1022,14,H,team_pit,1,0,3,4,-156,-160,0
1022,15,V,team_det,0,1,0,1,5.5,5.5u35,0
1022,16,H,team_wsh,2,2,3,7,-145,-145,0
1022,17,V,team_car,2,0,1,3,5.5o20,-110,0
1022,18,H,team_wpg,2,3,0,5,-109,5.5o20,0
1022,19,V,team_buf,0,0,0,0,-135,-115,0
1022,20,H,team_tbl,0,1,2,3,5.5o20,5.5o20,0
1022,21,V,team_nyi,1,1,0,2,5.5u25,5.5u45,0
1022,22,H,team_fla,1,1,2,4,-120,-120,0
1022,23,V,team_col,1,2,1,5,5.5u09,5.5o15,1
1022,24,H,team_chi,0,2,2,4,-193,-200,0
1022,25,V,team_nyr,0,0,0,0,-125,-145,0
1022,26,H,team_edm,0,1,1,2,5o15,5o20,0
1022,27,V,team_dal,0,0,0,0,5o15,5,0
1022,28,H,team_lak,0,0,1,1,-177,-180,0
1023,51,V,team_ari,2,3,0,5,5.5u25,5.5u30,0
1023,52,H,team_ana,2,1,1,4,-161,-150,0
1024,1,V,team_tor,1,0,1,2,5.5o30,5.5o35,0
1024,2,H,team_phi,1,1,2,4,-180,-210,0
1024,3,V,team_fla,1,0,1,2,5o32,5o50,0
1024,4,H,team_mtl,1,0,0,1,-135,-130,0
1024,5,V,team_nyr,0,1,1,2,-120,-110,0
1024,6,H,team_wpg,0,1,0,1,5.5u20,5.5u30,0
1025,51,V,team_pit,1,1,1,3,-135,-130,0
1025,52,H,team_nyi,0,0,0,0,5o20,5o45,0
1025,53,V,team_ott,0,2,0,3,5.5o25,5.5o15,1
1025,54,H,team_car,0,0,2,2,-180,-170,0
1025,55,V,team_det,1,0,0,1,-190,-180,0
1025,56,H,team_cbj,2,1,1,4,5.5o25,5.5o25,0
1025,57,V,team_tbl,2,1,1,4,5.5o30,5.5o20,0
1025,58,H,team_buf,2,0,1,3,-180,-150,0
1025,59,V,team_sjs,1,0,2,3,-135,-135,0
1025,60,H,team_nsh,0,0,1,1,5o20,5o30,0
1025,61,V,team_ana,0,2,0,2,5.5u30,5.5u25,0
1025,62,H,team_chi,0,1,1,3,-200,-165,1
1025,63,V,team_van,0,1,1,2,-135,-155,0
1025,64,H,team_edm,0,3,0,3,5.5u40,5.5u45,0
1025,65,V,team_dal,1,0,1,3,5o20,5o30,1
1025,66,H,team_ari,1,0,1,2,-115,-130,0
1025,67,V,team_njd,0,3,0,3,5u30,5u30,0
1025,68,H,team_lak,0,0,0,0,-200,-175,0
1026,1,V,team_phi,1,0,0,1,-125,-140,0
1026,2,H,team_mtl,1,2,2,5,5.5u25,5.5u30,0
1026,3,V,team_col,1,0,1,2,5.5,5.5u30,0
1026,4,H,team_cgy,1,2,1,4,-120,-115,0
1026,5,V,team_stl,0,1,2,3,5.5u20,5.5u40,0
1026,6,H,team_van,0,0,0,0,-151,-155,0
1027,51,V,team_wpg,3,3,3,9,5.5o20,5.5u20,0
1027,52,H,team_phi,1,3,4,8,-220,-200,0
1027,53,V,team_cbj,0,1,1,2,5.5,5.5u20,0
1027,54,H,team_buf,1,1,2,4,-195,-200,0
1027,55,V,team_mtl,0,1,1,2,5o25,5o25,0
1027,56,H,team_bos,1,0,0,1,-193,-200,0
1027,57,V,team_tor,0,1,3,4,5.5u30,5.5u40,0
1027,58,H,team_nyr,1,0,1,2,-155,-150,0
1027,59,V,team_nyi,1,0,1,2,5o30,5o40,0
1027,60,H,team_pit,0,0,2,3,-177,-190,1
1027,61,V,team_fla,1,1,1,3,5.5u10,-110,0
1027,62,H,team_ott,0,2,2,4,-115,5.5u35,0
1027,63,V,team_tbl,2,0,1,3,5o35,-110,0
1027,64,H,team_nsh,2,3,0,5,-115,5.5u30,0
1027,65,V,team_ana,1,1,1,3,5o25,-110,0
1027,66,H,team_min,0,1,1,2,-115,5o30,0
1027,67,V,team_lak,0,3,2,5,-115,-120,0
1027,68,H,team_dal,1,0,2,3,5,5u30,0
1027,69,V,team_wsh,1,0,0,1,-157,-165,0
1027,70,H,team_edm,1,1,0,2,5.5u30,5.5u45,0
1027,71,V,team_njd,1,1,1,3,5u15,5u25,0
1027,72,H,team_ari,1,2,2,5,-115,-130,0
1028,1,V,team_chi,0,0,0,0,-130,-135,0
1028,2,H,team_car,1,0,2,3,5.5u10,5.5u15,0
1028,3,V,team_sjs,0,3,1,4,5.5u10,5.5o15,0
1028,4,H,team_det,1,1,0,2,-138,-125,0
1028,5,V,team_edm,0,2,1,3,5.5u25,5.5u30,0
1028,6,H,team_col,0,0,1,1,-143,-175,0
1028,7,V,team_stl,0,0,1,1,5.5u30,5.5u40,0
1028,8,H,team_cgy,0,1,2,3,-109,-120,0
1029,51,V,team_ott,1,0,3,5,5.5u25,5.5u45,1
1029,52,H,team_nyr,0,2,2,4,-170,-165,0
1029,53,V,team_fla,0,1,2,3,5.5u25,5.5u45,0
1029,54,H,team_buf,0,1,1,2,-180,-180,0
1029,55,V,team_pit,0,2,1,3,-108,-125,0
1029,56,H,team_tor,1,1,2,4,5.5u35,5.5u35,0
1029,57,V,team_bos,0,1,1,2,-122,-110,0
1029,58,H,team_mtl,2,1,1,4,5o15,5o35,0
1029,59,V,team_sjs,1,1,0,3,-133,-130,1
1029,60,H,team_nyi,0,2,0,2,5.5u09,5.5o15,0
1029,61,V,team_car,0,1,0,1,5.5o15,5.5o15,0
1029,62,H,team_phi,1,0,4,5,-175,-165,0
1029,63,V,team_wpg,0,0,0,0,5.5o30,5.5o35,0
1029,64,H,team_tbl,0,1,0,1,-169,-170,0
1029,65,V,team_ana,0,0,0,0,5o10,5o25,0
1029,66,H,team_nsh,2,0,1,3,-113,-120,0
1029,67,V,team_det,0,0,0,0,-151,-145,0
1029,68,H,team_min,1,0,0,1,5.5u20,5.5u25,0
1029,69,V,team_njd,0,1,0,1,5u25,5u20,0
1029,70,H,team_dal,1,0,2,3,-132,-130,0
1029,71,V,team_cbj,1,1,0,2,5.5,5.5,0
1029,72,H,team_chi,2,0,3,5,-215,-220,0
1029,73,V,team_lak,0,1,1,2,-130,-125,0
1029,74,H,team_ari,0,2,0,3,5o10,5o15,1
1029,75,V,team_wsh,1,3,0,4,5.5u20,5.5u30,0
1029,76,H,team_van,3,1,3,7,-115,-120,0
1030,1,V,team_ana,1,0,0,1,-125,-125,0
1030,2,H,team_cbj,1,2,0,3,5o25,5o45,0
1030,3,V,team_tor,1,0,1,2,5.5o25,-115,0
1030,4,H,team_ott,1,1,1,3,-105,5.5o20,0
1030,5,V,team_lak,1,1,0,2,-105,-115,0
1030,6,H,team_col,1,1,1,3,5o15,5o25,0
1030,7,V,team_stl,0,1,1,2,-104,-115,0
1030,8,H,team_edm,1,3,0,4,5,5o15,0
1031,51,V,team_sjs,1,1,0,2,-130,-115,0
1031,52,H,team_nyr,2,3,0,5,5,5o25,0
1031,53,V,team_wpg,2,0,1,4,5.5u06,5.5u30,1
1031,54,H,team_fla,1,0,2,3,-155,-150,0
1031,55,V,team_nsh,1,2,1,4,5o15,5o35,0
1031,56,H,team_chi,1,1,2,5,-180,-160,1
1101,1,V,team_tbl,1,0,1,2,5.5o20,5.5,0
1101,2,H,team_car,1,2,1,4,-111,-115,0
1101,3,V,team_ott,2,0,1,3,5.5u15,5.5u30,0
1101,4,H,team_bos,1,2,2,5,-170,-200,0
1101,5,V,team_ana,2,1,1,4,5.5u15,5.5u20,0
1101,6,H,team_wsh,0,2,2,5,-195,-175,1
1101,7,V,team_min,0,0,1,2,5.5u35,5.5u35,1
1101,8,H,team_det,1,0,0,1,-195,-210,0
1101,9,V,team_van,3,2,0,5,-118,-130,0
1101,10,H,team_cgy,0,0,1,1,5.5u15,5.5u25,0
1102,51,V,team_tor,2,3,0,5,5o20,5o40,0
1102,52,H,team_njd,1,2,0,3,-140,-140,0
1102,53,V,team_phi,3,0,0,3,5.5u09,5.5,0
1102,54,H,team_buf,0,1,1,2,-142,-135,0
1102,55,V,team_ari,1,1,2,4,5.5u35,5.5u15,0
1102,56,H,team_col,0,1,0,1,-138,-120,0
1103,1,V,team_wpg,1,0,2,3,5.5,5.5u15,0
1103,2,H,team_nyi,0,0,0,0,-135,-155,0
1103,3,V,team_ana,0,1,0,1,5.5u35,5.5u50,0
1103,4,H,team_nyr,1,0,0,2,-135,-135,1
1103,5,V,team_njd,0,2,1,4,5o30,5o40,1
1103,6,H,team_phi,0,2,1,3,-155,-155,0
1103,7,V,team_tor,2,2,0,4,5.5,5.5o15,0
1103,8,H,team_cbj,0,1,0,1,-105,-130,0
1103,9,V,team_chi,1,1,0,3,-135,-135,1
1103,10,H,team_fla,0,1,1,2,5.5u20,5.5u35,0
1103,11,V,team_cgy,1,1,2,4,5.5u15,5.5u20,0
1103,12,H,team_det,0,1,0,1,-195,-170,0
1103,13,V,team_van,1,0,0,1,-125,-140,0
1103,14,H,team_min,0,3,2,5,5o20,5o30,0
1103,15,V,team_nsh,0,2,1,3,5o20,-115,0
1103,16,H,team_ari,0,0,0,0,-115,5o45,0
1103,17,V,team_pit,2,1,0,3,5.5u30,5.5u35,0
1103,18,H,team_sjs,0,1,2,4,-140,-145,1
1103,19,V,team_edm,0,2,1,3,5,5u20,0
1103,20,H,team_lak,0,0,0,0,-180,-170,0
1104,51,V,team_wsh,0,2,3,5,-130,-135,0
1104,52,H,team_car,1,0,0,1,5.5u09,5.5u30,0
1104,53,V,team_cgy,0,0,1,1,5.5u15,5.5u25,0
1104,54,H,team_buf,1,0,1,2,-177,-190,0
1104,55,V,team_mtl,0,2,0,2,5.5u23,-120,0
1104,56,H,team_ott,0,0,1,1,-125,5.5u25,0
1104,57,V,team_chi,0,4,0,4,-106,5.5o20,0
1104,58,H,team_tbl,0,4,0,5,5.5o09,-125,1
1104,59,V,team_van,1,0,1,2,5.5u23,5.5u30,0
1104,60,H,team_stl,1,1,1,3,-105,-115,0
1104,61,V,team_col,2,2,2,6,5.5u33,5.5u30,0
1104,62,H,team_dal,0,4,2,7,-132,-125,1
1105,1,V,team_bos,1,4,2,7,5.5u30,-120,0
1105,2,H,team_tor,0,0,0,0,-107,5.5u25,0
1105,3,V,team_buf,0,2,0,3,-122,-135,1
1105,4,H,team_ott,1,1,0,2,5.5u09,5.5u20,0
1105,5,V,team_wpg,0,0,2,2,5o30,5o35,0
1105,6,H,team_njd,0,2,0,3,-167,-150,1
1105,7,V,team_wsh,2,0,1,3,-143,-135,0
1105,8,H,team_nyi,0,2,3,5,5.5u15,5.5u15,0
1105,9,V,team_mtl,0,2,1,3,5o09,5o15,0
1105,10,H,team_nyr,3,1,1,5,-152,-150,0
1105,11,V,team_cbj,0,0,2,2,5.5o09,5.5o20,0
1105,12,H,team_phi,5,3,1,9,-200,-200,0
1105,13,V,team_ana,0,0,0,0,5.5u25,5.5u25,0
1105,14,H,team_det,1,2,2,5,-160,-155,0
1105,15,V,team_stl,0,0,1,1,5.5u35,5.5u40,0
1105,16,H,team_min,0,2,0,2,-127,-120,0
1105,17,V,team_edm,0,0,2,2,5o09,5o25,0
1105,18,H,team_ari,0,2,2,4,-127,-130,0
1105,19,V,team_nsh,0,1,2,4,5o30,5o35,1
1105,20,H,team_sjs,0,2,1,3,-158,-160,0
1105,21,V,team_pit,1,0,1,3,5o20,5o15,1
1105,22,H,team_lak,0,1,1,2,-126,-125,0
1106,51,V,team_dal,3,2,0,5,5.5u15,5.5u25,0
1106,52,H,team_car,1,0,1,2,-115,-125,0
1106,53,V,team_tbl,0,2,1,4,5.5,5.5u15,1
1106,54,H,team_fla,3,0,0,3,-110,-115,0
1106,55,V,team_wpg,0,0,0,0,5.5u30,5.5u40,0
1106,56,H,team_nyr,0,1,2,3,-168,-180,0
1106,57,V,team_van,1,4,1,6,5.5o20,5.5u15,0
1106,58,H,team_chi,1,1,0,2,-142,-135,0
1106,59,V,team_cgy,1,1,0,2,5.5u15,5.5u20,0
1106,60,H,team_col,1,0,0,1,-123,-120,0
1107,1,V,team_nyi,2,0,0,2,5o20,5o55,0
1107,2,H,team_bos,3,0,3,6,-193,-180,0
1107,3,V,team_lak,0,1,1,2,5,5o30,0
1107,4,H,team_sjs,0,3,1,4,-140,-140,0
1108,51,V,team_wpg,3,1,1,5,5.5u35,5.5u25,0
1108,52,H,team_buf,3,1,1,6,-203,-230,1
1108,53,V,team_fla,1,2,2,5,5.5o09,5.5u20,0
1108,54,H,team_tor,0,0,1,1,-129,-125,0
1108,55,V,team_dal,2,0,3,5,5.5o09,5.5o15,0
1108,56,H,team_wsh,1,1,0,2,-173,-155,0
1108,57,V,team_car,1,0,1,2,5.5u35,5.5u55,0
1108,58,H,team_njd,0,1,2,3,-139,-115,0
1108,59,V,team_edm,0,1,2,3,5,5o20,0
1108,60,H,team_mtl,0,0,1,1,-125,-140,0
1108,61,V,team_col,0,1,1,2,5.5u09,5.5o20,0
1108,62,H,team_det,1,2,2,5,-170,-170,0
1108,63,V,team_chi,0,0,0,0,5.5o09,-115,0
1108,64,H,team_stl,1,1,1,3,-106,5.5u30,0
1108,65,V,team_min,1,1,1,3,5u09,5o15,0
1108,66,H,team_cgy,0,0,0,0,-137,-130,0
1108,67,V,team_nsh,2,0,1,3,5,5o15,0
1108,68,H,team_lak,2,2,0,4,-125,-130,0
1109,1,V,team_nyr,0,2,1,3,-120,-115,0
1109,2,H,team_ott,0,1,1,2,5.5u30,5.5u35,0
1109,3,V,team_phi,0,1,0,1,5.5o30,-120,0
1109,4,H,team_tbl,0,0,1,2,-120,6o25,1
1109,5,V,team_nsh,2,1,1,4,5o30,5o35,0
1109,6,H,team_ana,1,1,0,2,-120,-115,0
1110,51,V,team_edm,2,0,1,3,5o20,5o30,0
1110,52,H,team_bos,2,2,2,6,-167,-180,0
1110,53,V,team_chi,2,3,1,6,-151,-160,0
1110,54,H,team_cbj,1,0,2,3,5.5o09,5.5o25,0
1110,55,V,team_tor,2,0,0,3,5.5u15,5.5u15,1
1110,56,H,team_stl,0,1,1,2,-153,-165,0
1110,57,V,team_fla,2,2,1,5,5.5u15,-125,0
1110,58,H,team_wpg,0,0,2,2,-106,5.5u25,0
1110,59,V,team_nyi,1,2,0,3,5.5o15,5.5o15,0
1110,60,H,team_col,0,1,2,4,-135,-125,1
1110,61,V,team_mtl,0,2,0,3,5o20,5o35,1
1110,62,H,team_ari,1,0,1,2,-135,-135,0
1110,63,V,team_min,0,0,1,1,5o25,5o30,0
1110,64,H,team_sjs,0,3,0,3,-165,-180,0
1110,65,V,team_van,3,0,0,3,5o25,-110,0
1110,66,H,team_lak,0,1,1,2,-114,5o30,0
1111,1,V,team_wsh,0,1,2,3,-128,-140,0
1111,2,H,team_njd,1,0,0,1,5o25,5.5u40,0
1111,3,V,team_dal,1,0,0,1,5.5u20,5.5u40,0
1111,4,H,team_pit,0,1,2,3,-132,-145,0
1111,5,V,team_car,0,1,0,1,5u25,5.5u45,0
1111,6,H,team_nyr,1,0,4,5,-150,-145,0
1111,7,V,team_ott,1,0,0,1,5.5,5.5,0
1111,8,H,team_buf,3,0,2,5,-180,-190,0
1111,9,V,team_edm,0,0,0,0,5.5u20,5.5u30,0
1111,10,H,team_det,1,1,1,3,-177,-180,0
1111,11,V,team_cgy,0,0,1,1,5.5u09,5.5u15,0
1111,12,H,team_chi,1,1,2,4,-162,-155,0
1111,13,V,team_van,0,0,3,3,-104,-120,0
1111,14,H,team_ana,0,4,0,4,5.5u25,5.5u35,0
1112,51,V,team_buf,1,0,1,2,5.5u15,5.5u25,0
